order_id,order_date,destination_country,brand,product_name,product_type,quantity,unit_price_usd
CF24-000222,2026-01-01,JP,Skinfood,스킨푸드 캐롯 카로틴 진정 세럼 50ml 히알루론산,serum,1,17.70
CF24-000223,2026-01-02,SG,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 토너 180ml 나이아신아마이드 히알루론산,toner,1,18.93
CF24-000224,2026-01-03,KR,Skinfood,스킨푸드 캐롯 카로틴 진정 토너 300ml 센텔라 노세범,toner,2,13.80
CF24-000225,2026-01-03,KR,Torriden,토리든 다이브인 수분크림 100ml,cream,4,21.59
CF24-000226,2026-01-04,KR,Innisfree,이니스프리 아쿠아 UV 프로텍션 크림 SPF50+ PA++++ 50ml 수분,sunscreen,1,14.88
CF24-000227,2026-01-04,KR,Torriden,토리든 다이브인 클리어패드 토너 200ml 센텔라 수분,toner,2,23.96
CF24-000228,2026-01-04,KR,Skinfood,스킨푸드 캐롯 카로틴 진정 크림 50ml 진정,cream,2,30.77
CF24-000229,2026-01-05,KR,Innisfree,이니스프리 그린티 씨드 세럼 80ml 진정,serum,1,20.26
CF24-000230,2026-01-05,JP,Innisfree,이니스프리 한란 보습 크림 50ml 진정,cream,3,25.82
CF24-000231,2026-01-05,SG,Skinfood,스킨푸드 선플라워 노세범 선 SPF50+ PA++++ 50ml 워터프루프,sunscreen,1,24.29
CF24-000232,2026-01-05,SG,Innisfree,이니스프리 그린티 씨드 크림 50ml,cream,3,20.47
CF24-000233,2026-01-06,KR,Skinfood,스킨푸드 캐롯 카로틴 진정 토너 300ml 나이아신아마이드,toner,5,15.96
CF24-000234,2026-01-06,KR,Innisfree,이니스프리 그린티 씨드 크림 50ml 진정,cream,1,25.34
CF24-000235,2026-01-08,KR,Torriden,토리든 셀마이드 세라마이드 크림 80ml,cream,2,15.44
CF24-000236,2026-01-08,KR,Skinfood,스킨푸드 프레쉬 과일 립앤치크 틴트 8g #03 누드피치 글로시,lip,1,14.64
CF24-000237,2026-01-08,JP,Torriden,토리든 다이브인 마일드 선스크린 SPF50+ PA++++ 60ml,sunscreen,1,23.80
CF24-000238,2026-01-08,JP,Innisfree,이니스프리 데일리 UV 프로텍션 크림 SPF50+ PA++++ 50ml,sunscreen,2,20.34
CF24-000239,2026-01-08,JP,Torriden,토리든 다이브인 클리어패드 토너 200ml 센텔라,toner,2,21.19
CF24-000240,2026-01-08,SG,Torriden,토리든 솔리드인 세라마이드 립 에센스 11ml,lip,2,17.75
CF24-000241,2026-01-09,KR,Torriden,토리든 다이브인 마이크로바이옴 세럼 50ml 유산균 피부장벽,serum,2,21.80
CF24-000242,2026-01-09,KR,Torriden,토리든 셀마이드 세라마이드 세럼 50ml 나이아신아마이드 히알루론산,serum,1,19.84
CF24-000243,2026-01-09,SG,Roundlab,라운드랩 독도 토너 300ml 센텔라 히알루론산 진정,toner,1,20.87
CF24-000244,2026-01-09,SG,Innisfree,이니스프리 그린티 밸런싱 토너 200ml 나이아신아마이드 진정,toner,4,17.19
CF24-000245,2026-01-10,KR,Torriden,토리든 솔리드인 세라마이드 립 에센스 11ml,lip,2,14.36
CF24-000246,2026-01-10,JP,Roundlab,라운드랩 독도 토너 300ml 나이아신아마이드 히알루론산 진정,toner,1,22.33
CF24-000247,2026-01-10,JP,Torriden,토리든 셀마이드 세라마이드 세럼 50ml,serum,1,29.57
CF24-000248,2026-01-10,SG,Roundlab,라운드랩 자작나무 수분 토너 200ml 보습,toner,1,10.47
CF24-000249,2026-01-12,KR,Innisfree,이니스프리 그린티 씨드 히알루론산 토너 170ml 피부장벽,toner,1,11.37
CF24-000250,2026-01-12,JP,Torriden,토리든 다이브인 워터리 선크림 SPF50+ PA++++ 60ml 비건 수분,sunscreen,1,19.29
CF24-000251,2026-01-12,JP,Roundlab,라운드랩 자작나무 수분 세럼 50ml 나이아신아마이드,serum,5,28.90
CF24-000252,2026-01-13,KR,Torriden,토리든 다이브인 클리어패드 토너 200ml,toner,1,19.85
CF24-000253,2026-01-13,KR,Roundlab,라운드랩 독도 세럼 50ml 센텔라 보습,serum,3,22.12
CF24-000254,2026-01-13,KR,Roundlab,라운드랩 소나무 진정 크림 80ml,cream,1,14.42
CF24-000255,2026-01-14,KR,Innisfree,이니스프리 아쿠아 UV 프로텍션 크림 SPF50+ PA++++ 50ml,sunscreen,1,14.99
CF24-000256,2026-01-14,KR,Roundlab,라운드랩 독도 립밤 12g,lip,1,17.48
CF24-000257,2026-01-15,KR,Torriden,토리든 다이브인 마이크로바이옴 토너 200ml 유산균 피부장벽,toner,1,10.65
CF24-000258,2026-01-15,KR,Roundlab,라운드랩 독도 립밤 12g,lip,1,16.71
CF24-000259,2026-01-15,JP,Skinfood,스킨푸드 토마토 선 크림 SPF50+ PA++++ 40ml 톤업,sunscreen,1,17.13
CF24-000260,2026-01-15,JP,Skinfood,스킨푸드 토마토 선 크림 SPF50+ PA++++ 40ml 비건 저자극,sunscreen,1,15.83
CF24-000261,2026-01-15,JP,Torriden,토리든 다이브인 워터리 선크림 SPF50+ PA++++ 60ml 톤업,sunscreen,1,27.56
CF24-000262,2026-01-15,SG,Innisfree,이니스프리 그린티 씨드 세럼 80ml,serum,1,23.27
CF24-000263,2026-01-16,KR,Torriden,토리든 다이브인 마일드 선스크린 SPF50+ PA++++ 60ml 진정,sunscreen,4,21.54
CF24-000264,2026-01-16,KR,Innisfree,이니스프리 그린티 씨드 세럼 80ml 수분,serum,1,19.22
CF24-000265,2026-01-16,KR,Roundlab,라운드랩 소나무 진정 크림 80ml 수분,cream,1,26.23
CF24-000266,2026-01-16,JP,Torriden,토리든 다이브인 마이크로바이옴 토너 200ml 유산균 피부장벽,toner,1,24.51
CF24-000267,2026-01-16,JP,Skinfood,스킨푸드 캐롯 카로틴 진정 크림 50ml,cream,4,30.09
CF24-000268,2026-01-16,SG,Torriden,토리든 다이브인 저분자 히알루론산 세럼 50ml,serum,2,17.14
CF24-000269,2026-01-17,KR,Skinfood,스킨푸드 캐롯 카로틴 진정 토너 300ml,toner,2,21.61
CF24-000270,2026-01-17,KR,Skinfood,스킨푸드 캐롯 카로틴 진정 크림 50ml,cream,1,19.16
CF24-000271,2026-01-17,KR,Skinfood,스킨푸드 시어버터 립 케어 밤 9.5g,lip,3,12.82
CF24-000272,2026-01-17,JP,Torriden,토리든 솔리드인 세라마이드 립 에센스 11ml,lip,1,17.27
CF24-000273,2026-01-18,KR,Roundlab,라운드랩 자작나무 수분 세럼 50ml 항산화,serum,1,19.44
CF24-000274,2026-01-18,KR,Innisfree,이니스프리 비자 시카 세럼 50ml,serum,2,28.27
CF24-000275,2026-01-18,JP,Roundlab,라운드랩 자작나무 수분 선크림 SPF50+ PA++++ 50ml,sunscreen,1,27.50
CF24-000276,2026-01-18,JP,Innisfree,이니스프리 그린티 씨드 히알루론산 세럼 80ml 센텔라,serum,1,27.42
CF24-000277,2026-01-18,SG,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 에센스 50ml 나이아신아마이드,serum,2,29.20
CF24-000278,2026-01-19,KR,Torriden,토리든 다이브인 클리어패드 토너 200ml 히알루론산,toner,1,10.96
CF24-000279,2026-01-19,KR,Skinfood,스킨푸드 캐롯 카로틴 진정 토너 300ml 나이아신아마이드,toner,2,24.19
CF24-000280,2026-01-19,KR,Innisfree,이니스프리 비자 시카 세럼 50ml,serum,1,21.31
CF24-000281,2026-01-19,JP,Skinfood,스킨푸드 토마토 선 크림 SPF50+ PA++++ 40ml 저자극,sunscreen,3,15.48
CF24-000282,2026-01-19,JP,Torriden,토리든 다이브인 클리어패드 토너 200ml,toner,2,18.01
CF24-000283,2026-01-20,KR,Innisfree,이니스프리 데일리 UV 프로텍션 크림 SPF50+ PA++++ 50ml,sunscreen,5,25.88
CF24-000284,2026-01-20,KR,Torriden,토리든 다이브인 워터리 선크림 SPF50+ PA++++ 60ml,sunscreen,2,24.71
CF24-000285,2026-01-20,KR,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 토너 180ml,toner,2,21.22
CF24-000286,2026-01-20,KR,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 크림 63ml 진정,cream,1,19.70
CF24-000287,2026-01-20,JP,Torriden,토리든 셀마이드 세라마이드 크림 80ml 보습,cream,1,19.62
CF24-000288,2026-01-20,JP,Torriden,토리든 다이브인 수분크림 100ml 보습,cream,1,30.36
CF24-000289,2026-01-20,SG,Innisfree,이니스프리 아쿠아 UV 프로텍션 크림 SPF50+ PA++++ 50ml 워터프루프,sunscreen,1,21.42
CF24-000290,2026-01-20,SG,Torriden,토리든 솔리드인 세라마이드 립 에센스 11ml,lip,1,16.06
CF24-000291,2026-01-21,KR,Roundlab,라운드랩 소나무 진정 크림 80ml,cream,1,29.98
CF24-000292,2026-01-22,JP,Torriden,토리든 다이브인 수분크림 100ml 수분,cream,1,29.11
CF24-000293,2026-01-22,SG,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 크림 63ml,cream,1,30.22
CF24-000294,2026-01-23,KR,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 토너 180ml 센텔라 히알루론산 항산화,toner,1,15.08
CF24-000295,2026-01-23,JP,Roundlab,라운드랩 자작나무 수분 세럼 50ml 나이아신아마이드,serum,1,33.48
CF24-000296,2026-01-24,KR,Roundlab,라운드랩 독도 토너 300ml 나이아신아마이드 항산화,toner,2,20.48
CF24-000297,2026-01-24,JP,Torriden,토리든 다이브인 마일드 선스크린 SPF50+ PA++++ 60ml,sunscreen,4,26.98
CF24-000298,2026-01-24,JP,Innisfree,이니스프리 그린티 밸런싱 토너 200ml,toner,1,13.24
CF24-000299,2026-01-24,JP,Roundlab,라운드랩 자작나무 수분 크림 80ml,cream,5,18.97
CF24-000300,2026-01-25,KR,Skinfood,스킨푸드 선플라워 노세범 선 SPF50+ PA++++ 50ml,sunscreen,1,14.65
CF24-000301,2026-01-25,KR,Innisfree,이니스프리 인텐시브 안티폴루션 선스크린 SPF50+ PA++++ 50ml,sunscreen,1,21.45
CF24-000302,2026-01-25,JP,Torriden,토리든 다이브인 워터리 선크림 SPF50+ PA++++ 60ml 톤업 비건,sunscreen,2,24.75
CF24-000303,2026-01-25,JP,Skinfood,스킨푸드 캐롯 카로틴 진정 토너 300ml 히알루론산,toner,1,10.52
CF24-000304,2026-01-25,JP,Innisfree,이니스프리 한란 보습 크림 50ml,cream,3,28.67
CF24-000305,2026-01-26,KR,Skinfood,스킨푸드 선플라워 노세범 선 SPF50+ PA++++ 50ml 수분,sunscreen,2,14.58
CF24-000306,2026-01-26,KR,Innisfree,이니스프리 그린티 씨드 세럼 80ml 나이아신아마이드,serum,3,16.52
CF24-000307,2026-01-26,KR,Roundlab,라운드랩 자작나무 수분 세럼 50ml 나이아신아마이드 히알루론산,serum,1,18.68
CF24-000308,2026-01-26,JP,Roundlab,라운드랩 자작나무 수분 토너 200ml 센텔라 히알루론산,toner,1,11.56
CF24-000309,2026-01-27,KR,Roundlab,라운드랩 자작나무 수분 선크림 SPF50+ PA++++ 50ml,sunscreen,1,17.28
CF24-000310,2026-01-27,KR,Torriden,토리든 다이브인 클리어패드 토너 200ml 센텔라 히알루론산,toner,2,12.68
CF24-000311,2026-01-27,KR,Torriden,토리든 다이브인 저분자 히알루론산 세럼 50ml,serum,1,33.79
CF24-000312,2026-01-27,SG,Innisfree,이니스프리 데일리 UV 프로텍션 크림 SPF50+ PA++++ 50ml 워터프루프 수분,sunscreen,1,14.33
CF24-000313,2026-01-28,KR,Innisfree,이니스프리 그린티 씨드 세럼 80ml 피부장벽,serum,2,24.14
CF24-000314,2026-02-01,KR,Torriden,토리든 다이브인 클리어패드 토너 200ml 센텔라 히알루론산 보습,toner,2,12.68
CF24-000315,2026-02-01,KR,Roundlab,라운드랩 독도 토너 300ml 나이아신아마이드 항산화,toner,1,24.08
CF24-000316,2026-02-01,KR,Innisfree,이니스프리 그린티 씨드 히알루론산 세럼 80ml 나이아신아마이드,serum,2,19.41
CF24-000317,2026-02-02,JP,Innisfree,이니스프리 그린티 씨드 크림 50ml 보습,cream,1,24.71
CF24-000318,2026-02-03,KR,Skinfood,스킨푸드 캐롯 카로틴 진정 토너 300ml 나이아신아마이드 센텔라,toner,1,22.19
CF24-000319,2026-02-03,KR,Torriden,토리든 셀마이드 세라마이드 세럼 50ml 나이아신아마이드 진정,serum,1,23.30
CF24-000320,2026-02-04,KR,Innisfree,이니스프리 그린티 밸런싱 토너 200ml,toner,1,16.40
CF24-000321,2026-02-04,JP,Innisfree,이니스프리 그린티 씨드 세럼 80ml 나이아신아마이드 피부장벽,serum,4,33.98
CF24-000322,2026-02-05,KR,Roundlab,라운드랩 소나무 진정 선크림 SPF50+ PA++++ 40ml 진정,sunscreen,1,16.11
CF24-000323,2026-02-05,KR,Torriden,토리든 다이브인 마이크로바이옴 토너 200ml 유산균 피부장벽,toner,2,21.33
CF24-000324,2026-02-05,KR,Roundlab,라운드랩 독도 토너 300ml 히알루론산,toner,3,10.18
CF24-000325,2026-02-05,KR,Torriden,토리든 셀마이드 세라마이드 세럼 50ml 수분,serum,3,31.41
CF24-000326,2026-02-05,KR,Torriden,토리든 다이브인 수분크림 100ml,cream,2,31.43
CF24-000327,2026-02-05,KR,Torriden,토리든 셀마이드 세라마이드 크림 80ml 저자극,cream,1,27.33
CF24-000328,2026-02-05,JP,Roundlab,라운드랩 자작나무 수분 선크림 SPF50+ PA++++ 50ml 비건,sunscreen,1,26.09
CF24-000329,2026-02-05,SG,Skinfood,스킨푸드 캐롯 카로틴 진정 토너 300ml,toner,1,16.34
CF24-000330,2026-02-05,SG,Torriden,토리든 다이브인 마이크로바이옴 세럼 50ml 유산균 피부장벽,serum,2,18.79
CF24-000331,2026-02-06,KR,Torriden,토리든 셀마이드 세라마이드 크림 80ml,cream,1,17.58
CF24-000332,2026-02-06,JP,Roundlab,라운드랩 소나무 진정 선크림 SPF50+ PA++++ 40ml,sunscreen,2,24.59
CF24-000333,2026-02-06,JP,Innisfree,이니스프리 그린티 밸런싱 토너 200ml 진정,toner,5,23.11
CF24-000334,2026-02-06,SG,Roundlab,라운드랩 독도 세럼 50ml,serum,2,26.61
CF24-000335,2026-02-07,KR,Roundlab,라운드랩 자작나무 수분 선크림 SPF50+ PA++++ 50ml 저자극,sunscreen,1,13.23
CF24-000336,2026-02-07,KR,Skinfood,스킨푸드 프레쉬 과일 립앤치크 틴트 8g #07 브릭레드 시어,lip,1,15.98
CF24-000337,2026-02-07,SG,Skinfood,스킨푸드 선플라워 노세범 선 SPF50+ PA++++ 50ml 워터프루프,sunscreen,3,27.01
CF24-000338,2026-02-08,KR,Roundlab,라운드랩 자작나무 수분 선크림 SPF50+ PA++++ 50ml,sunscreen,2,21.17
CF24-000339,2026-02-08,KR,Innisfree,이니스프리 그린티 씨드 세럼 80ml 히알루론산,serum,3,16.28
CF24-000340,2026-02-08,KR,Roundlab,라운드랩 자작나무 수분 크림 80ml,cream,1,15.77
CF24-000341,2026-02-09,KR,Roundlab,라운드랩 자작나무 수분 토너 200ml 히알루론산 수분,toner,1,10.94
CF24-000342,2026-02-09,KR,Torriden,토리든 셀마이드 세라마이드 크림 80ml,cream,2,18.98
CF24-000343,2026-02-09,JP,Torriden,토리든 다이브인 워터리 선크림 SPF50+ PA++++ 60ml 톤업 비건,sunscreen,1,27.98
CF24-000344,2026-02-09,SG,Innisfree,이니스프리 그린티 씨드 히알루론산 세럼 80ml 나이아신아마이드 항산화,serum,1,34.55
CF24-000345,2026-02-11,KR,Skinfood,스킨푸드 토마토 선 크림 SPF50+ PA++++ 40ml,sunscreen,1,17.65
CF24-000346,2026-02-12,JP,Innisfree,이니스프리 아쿠아 UV 프로텍션 크림 SPF50+ PA++++ 50ml 비건 무기자차,sunscreen,3,23.05
CF24-000347,2026-02-12,JP,Roundlab,라운드랩 자작나무 수분 토너 200ml 나이아신아마이드 히알루론산,toner,2,15.03
CF24-000348,2026-02-12,JP,Roundlab,라운드랩 자작나무 수분 토너 200ml 센텔라 피부장벽,toner,2,10.43
CF24-000349,2026-02-12,SG,Roundlab,라운드랩 독도 토너 300ml 나이아신아마이드 센텔라 히알루론산,toner,2,14.46
CF24-000350,2026-02-13,KR,Torriden,토리든 다이브인 클리어패드 토너 200ml 나이아신아마이드 센텔라,toner,1,22.85
CF24-000351,2026-02-14,KR,Roundlab,라운드랩 자작나무 수분 선크림 SPF50+ PA++++ 50ml,sunscreen,2,12.17
CF24-000352,2026-02-14,KR,Roundlab,라운드랩 독도 토너 300ml 항산화,toner,1,21.60
CF24-000353,2026-02-14,KR,Torriden,토리든 다이브인 마이크로바이옴 세럼 50ml 유산균 피부장벽,serum,2,25.80
CF24-000354,2026-02-14,JP,Torriden,토리든 셀마이드 세라마이드 세럼 50ml 나이아신아마이드 항산화,serum,1,28.47
CF24-000355,2026-02-14,JP,Torriden,토리든 다이브인 수분크림 100ml 수분,cream,3,22.97
CF24-000356,2026-02-14,JP,Innisfree,이니스프리 마이 립 밤 3.5g,lip,1,12.28
CF24-000357,2026-02-15,KR,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 크림 63ml,cream,2,20.26
CF24-000358,2026-02-15,KR,Torriden,토리든 다이브인 수분크림 100ml,cream,1,16.09
CF24-000359,2026-02-15,JP,Innisfree,이니스프리 그린티 씨드 세럼 80ml,serum,5,23.48
CF24-000360,2026-02-15,SG,Roundlab,라운드랩 독도 세럼 50ml 나이아신아마이드,serum,4,32.56
CF24-000361,2026-02-16,KR,Torriden,토리든 다이브인 마일드 선스크린 SPF50+ PA++++ 60ml,sunscreen,2,22.70
CF24-000362,2026-02-16,KR,Roundlab,라운드랩 소나무 진정 선크림 SPF50+ PA++++ 40ml,sunscreen,2,21.76
CF24-000363,2026-02-16,KR,Innisfree,이니스프리 그린티 씨드 세럼 80ml,serum,2,19.85
CF24-000364,2026-02-16,KR,Skinfood,스킨푸드 프레쉬 과일 립앤치크 틴트 8g #10 로즈우드 시어,lip,3,10.79
CF24-000365,2026-02-16,SG,Torriden,토리든 다이브인 클리어패드 토너 200ml,toner,1,16.01
CF24-000366,2026-02-17,KR,Torriden,토리든 다이브인 마일드 선스크린 SPF50+ PA++++ 60ml,sunscreen,2,17.87
CF24-000367,2026-02-17,KR,Torriden,토리든 다이브인 저분자 히알루론산 토너 300ml,toner,1,17.00
CF24-000368,2026-02-17,KR,Skinfood,스킨푸드 캐롯 카로틴 진정 세럼 50ml 히알루론산 항산화,serum,2,24.99
CF24-000369,2026-02-17,JP,Torriden,토리든 다이브인 워터리 선크림 SPF50+ PA++++ 60ml 톤업,sunscreen,3,20.06
CF24-000370,2026-02-18,KR,Skinfood,스킨푸드 프레쉬 과일 립앤치크 틴트 8g #04 코랄핑크 벨벳,lip,1,10.22
CF24-000371,2026-02-18,JP,Torriden,토리든 솔리드인 세라마이드 립 에센스 11ml,lip,1,12.95
CF24-000372,2026-02-19,KR,Torriden,토리든 셀마이드 세라마이드 세럼 50ml 센텔라 수분,serum,2,26.86
CF24-000373,2026-02-19,KR,Skinfood,스킨푸드 캐롯 카로틴 진정 크림 50ml 수분,cream,1,20.56
CF24-000374,2026-02-19,JP,Innisfree,이니스프리 데일리 UV 프로텍션 크림 SPF50+ PA++++ 50ml 톤업 비건,sunscreen,1,16.88
CF24-000375,2026-02-19,SG,Torriden,토리든 다이브인 클리어패드 토너 200ml 노세범,toner,4,23.77
CF24-000376,2026-02-20,KR,Torriden,토리든 셀마이드 세라마이드 세럼 50ml 나이아신아마이드 센텔라,serum,1,17.83
CF24-000377,2026-02-20,KR,Torriden,토리든 셀마이드 세라마이드 세럼 50ml,serum,2,30.28
CF24-000378,2026-02-20,KR,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 크림 63ml 보습,cream,1,24.53
CF24-000379,2026-02-21,KR,Innisfree,이니스프리 그린티 씨드 크림 50ml 수분,cream,2,29.53
CF24-000380,2026-02-22,KR,Innisfree,이니스프리 그린티 밸런싱 토너 200ml,toner,1,20.88
CF24-000381,2026-02-22,JP,Innisfree,이니스프리 그린티 씨드 히알루론산 세럼 80ml 피부장벽,serum,1,19.53
CF24-000382,2026-02-23,KR,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 에센스 50ml 수분,serum,1,29.42
CF24-000383,2026-02-23,KR,Torriden,토리든 솔리드인 세라마이드 립 에센스 11ml,lip,1,8.44
CF24-000384,2026-02-23,JP,Roundlab,라운드랩 소나무 진정 선크림 SPF50+ PA++++ 40ml 톤업,sunscreen,2,27.13
CF24-000385,2026-02-23,JP,Skinfood,스킨푸드 캐롯 카로틴 진정 토너 300ml,toner,2,17.14
CF24-000386,2026-02-23,JP,Torriden,토리든 셀마이드 세라마이드 크림 80ml 진정,cream,1,18.15
CF24-000387,2026-02-23,JP,Innisfree,이니스프리 그린티 씨드 크림 50ml 진정,cream,1,25.20
CF24-000388,2026-02-24,KR,Innisfree,이니스프리 데일리 UV 프로텍션 크림 SPF50+ PA++++ 50ml,sunscreen,2,25.75
CF24-000389,2026-02-24,KR,Torriden,토리든 다이브인 클리어패드 토너 200ml,toner,3,18.49
CF24-000390,2026-02-25,KR,Torriden,토리든 다이브인 클리어패드 토너 200ml 센텔라,toner,2,24.90
CF24-000391,2026-02-25,KR,Torriden,토리든 셀마이드 세라마이드 세럼 50ml 센텔라 히알루론산 피부장벽,serum,2,21.48
CF24-000392,2026-02-25,JP,Innisfree,이니스프리 아쿠아 UV 프로텍션 크림 SPF50+ PA++++ 50ml 수분,sunscreen,3,20.33
CF24-000393,2026-02-25,JP,Skinfood,스킨푸드 캐롯 카로틴 진정 토너 300ml 피부장벽,toner,5,16.36
CF24-000394,2026-02-25,JP,Torriden,토리든 다이브인 마이크로바이옴 토너 200ml 유산균 피부장벽,toner,3,16.63
CF24-000395,2026-02-25,JP,Roundlab,라운드랩 소나무 진정 크림 80ml 저자극,cream,5,23.21
CF24-000396,2026-02-25,JP,Innisfree,이니스프리 그린티 씨드 크림 50ml,cream,2,22.86
CF24-000397,2026-02-26,KR,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 에센스 50ml 센텔라 피부장벽,serum,2,24.17
CF24-000398,2026-02-26,KR,Innisfree,이니스프리 한란 보습 크림 50ml 저자극,cream,1,20.72
CF24-000399,2026-02-26,JP,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 토너 180ml 나이아신아마이드 센텔라 히알루론산,toner,2,12.15
CF24-000400,2026-02-27,KR,Roundlab,라운드랩 소나무 진정 선크림 SPF50+ PA++++ 40ml 톤업,sunscreen,2,23.63
CF24-000401,2026-02-27,KR,Innisfree,이니스프리 아쿠아 UV 프로텍션 크림 SPF50+ PA++++ 50ml,sunscreen,1,21.28
CF24-000402,2026-02-27,KR,Torriden,토리든 솔리드인 세라마이드 립 에센스 11ml,lip,1,16.57
CF24-000403,2026-02-28,JP,Innisfree,이니스프리 비자 시카 세럼 50ml 노세범,serum,2,15.85
CF24-000404,2026-03-01,KR,Roundlab,라운드랩 소나무 진정 선크림 SPF50+ PA++++ 40ml 저자극,sunscreen,2,12.26
CF24-000405,2026-03-01,KR,Innisfree,이니스프리 그린티 씨드 히알루론산 토너 170ml 나이아신아마이드 센텔라,toner,2,24.69
CF24-000406,2026-03-01,JP,Roundlab,라운드랩 자작나무 수분 세럼 50ml 나이아신아마이드 센텔라 수분,serum,2,28.15
CF24-000407,2026-03-01,JP,Torriden,토리든 다이브인 마이크로바이옴 세럼 50ml 유산균 피부장벽,serum,2,23.22
CF24-000408,2026-03-02,KR,Skinfood,스킨푸드 캐롯 카로틴 진정 토너 300ml 센텔라,toner,2,22.67
CF24-000409,2026-03-02,KR,Torriden,토리든 다이브인 마이크로바이옴 토너 200ml 유산균 피부장벽,toner,3,18.08
CF24-000410,2026-03-02,KR,Torriden,토리든 셀마이드 세라마이드 크림 80ml 보습,cream,2,23.35
CF24-000411,2026-03-02,KR,Roundlab,라운드랩 소나무 진정 크림 80ml,cream,5,26.40
CF24-000412,2026-03-02,SG,Torriden,토리든 다이브인 마이크로바이옴 토너 200ml 유산균 피부장벽,toner,1,21.43
CF24-000413,2026-03-03,KR,Innisfree,이니스프리 그린티 씨드 히알루론산 세럼 80ml,serum,1,20.74
CF24-000414,2026-03-04,KR,Innisfree,이니스프리 그린티 씨드 크림 50ml,cream,3,15.48
CF24-000415,2026-03-04,KR,Skinfood,스킨푸드 캐롯 카로틴 진정 크림 50ml,cream,1,16.29
CF24-000416,2026-03-05,KR,Roundlab,라운드랩 자작나무 수분 선크림 SPF50+ PA++++ 50ml,sunscreen,1,12.65
CF24-000417,2026-03-05,KR,Torriden,토리든 다이브인 마이크로바이옴 세럼 50ml 유산균 피부장벽,serum,1,28.80
CF24-000418,2026-03-05,KR,Skinfood,스킨푸드 프레쉬 과일 립앤치크 틴트 8g #02 로지브라운 벨벳,lip,1,8.45
CF24-000419,2026-03-05,JP,Torriden,토리든 다이브인 마이크로바이옴 세럼 50ml 유산균 피부장벽,serum,1,16.04
CF24-000420,2026-03-05,JP,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 에센스 50ml 히알루론산 수분,serum,1,21.23
CF24-000421,2026-03-06,KR,Roundlab,라운드랩 자작나무 수분 토너 200ml 센텔라 히알루론산 진정,toner,2,15.86
CF24-000422,2026-03-07,KR,Skinfood,스킨푸드 토마토 선 크림 SPF50+ PA++++ 40ml,sunscreen,2,24.12
CF24-000423,2026-03-07,KR,Innisfree,이니스프리 한란 보습 크림 50ml 수분,cream,1,31.69
CF24-000424,2026-03-07,JP,Roundlab,라운드랩 자작나무 수분 크림 80ml 보습,cream,1,20.70
CF24-000425,2026-03-07,SG,Skinfood,스킨푸드 캐롯 카로틴 진정 토너 300ml 항산화,toner,2,20.70
CF24-000426,2026-03-07,SG,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 에센스 50ml 나이아신아마이드 히알루론산,serum,1,29.51
CF24-000427,2026-03-08,JP,Torriden,토리든 셀마이드 세라마이드 세럼 50ml,serum,5,27.00
CF24-000428,2026-03-09,KR,Torriden,토리든 다이브인 마이크로바이옴 토너 200ml 유산균 피부장벽,toner,1,10.40
CF24-000429,2026-03-09,KR,Torriden,토리든 다이브인 클리어패드 토너 200ml 히알루론산 보습,toner,2,18.81
CF24-000430,2026-03-09,JP,Torriden,토리든 다이브인 워터리 선크림 SPF50+ PA++++ 60ml 톤업 비건,sunscreen,1,12.73
CF24-000431,2026-03-09,JP,Roundlab,라운드랩 독도 립밤 12g,lip,1,13.02
CF24-000432,2026-03-10,KR,Torriden,토리든 다이브인 저분자 히알루론산 세럼 50ml 센텔라 피부장벽,serum,2,22.21
CF24-000433,2026-03-10,KR,Innisfree,이니스프리 그린티 씨드 세럼 80ml 나이아신아마이드,serum,2,27.83
CF24-000434,2026-03-10,JP,Torriden,토리든 다이브인 마이크로바이옴 세럼 50ml 유산균 피부장벽,serum,1,17.04
CF24-000435,2026-03-10,JP,Innisfree,이니스프리 마이 립 밤 3.5g,lip,4,8.98
CF24-000436,2026-03-11,KR,Skinfood,스킨푸드 로열허니 프로폴리스 인리치드 토너 180ml 나이아신아마이드,toner,2,16.33
CF24-000437,2026-03-11,JP,Torriden,토리든 다이브인 마일드 선스크린 SPF50+ PA++++ 60ml 톤업,sunscreen,1,27.07
CF24-000438,2026-03-11,JP,Torriden,토리든 다이브인 마일드 선스크린 SPF50+ PA++++ 60ml 비건,sunscreen,1,22.53
CF24-000439,2026-03-11,SG,Innisfree,이니스프리 그린티 씨드 히알루론산 토너 170ml 나이아신아마이드,toner,1,15.37
CF24-000440,2026-03-12,KR,Skinfood,스킨푸드 선플라워 노세범 선 SPF50+ PA++++ 50ml,sunscreen,3,12.72
